stock-id,name,trading-status,industry,business,child-business,market-cap,update-date,一级行业,二级行业,三级行业,证券名称,证券代码,总市值,asset_subtype,sym,mktcap,ls,am,ric,product_subtype,am_u,yld,pc,pe,nc,ccy,nm,mktcap_u,ipo,suspend,涨跌幅,最新价
00106,朗詩綠色管理,N,地產建築,地產,地產發展商,500564599.77,2023-07-18T16:40:10,地产建筑,地产,地产发展商,朗诗绿色管理,00106.HK,5.0,ODSH,106,500.56,0.106,840.00,0106.HK,,,,-8.62,,-0.010,HKD,朗詩綠色管理,M,,,-8.62,0.106
00107,四川成渝高速,N,工業,工業運輸,鐵路及公路,2077142400.0,2023-07-18T16:40:10,工业,工业运输,铁路及公路,四川成渝高速,00107.HK,20.8,ODSH,107,2.07,2.320,5.59,0107.HK,,M,4.79,+0.43,8.23,+0.010,HKD,四川成渝高速公路,B,,,0.43,2.320
00108,國銳地產,N,地產建築,地產,物業管理及服務,3103392766.42,2023-07-18T16:40:11,地产建筑,地产,物业管理及服务,国锐地产,00108.HK,31.0,ODSH,108,3.10,0.970,2.10,0108.HK,,M,,0.00,,0.000,HKD,國銳地產,B,,,0.0,0.970
00110,中國長遠,N,資訊科技,資訊科技器材,電訊設備,46330739.472,2023-07-18T16:40:11,科技,资讯科技器材,电讯设备,中国长远,00110.HK,0.5,ODSH,110,46.33,0.219,2.55,0110.HK,,K,,-0.45,,-0.001,HKD,中國長遠,M,,,-0.45,0.219
00111,信達國際控股,N,金融,其他金融,資產管理,205185792.0,2023-07-18T16:40:11,金融,其他金融,资产管理,信达国际控股,00111.HK,2.1,ODSH,111,205.18,0.320,147.15,0111.HK,,K,,0.00,,0.000,HKD,信達國際控股,M,,,0.0,0.320
00113,迪生創建,N,非必需性消費,紡織及服飾,其他服飾配件,1706898158.64,2023-07-18T16:40:11,非必需性消费,纺织及服饰,其他服饰配件,迪生创建,00113.HK,17.1,ODSH,113,1.70,4.330,77.06,0113.HK,,K,8.08,+0.23,6.76,+0.010,HKD,迪生創建,B,,,0.23,4.330
00114,興利集團,N,非必需性消費,家庭電器及用品,玩具及消閒用品,302245381.5,2023-07-18T16:40:11,非必需性消费,家庭电器及用品,玩具及消闲用品,兴利集团,00114.HK,3.0,ODSH,114,302.24,0.500,193.50,0114.HK,,K,12.00,0.00,3.67,0.000,HKD,HERALD HOLD,M,,,0.0,0.500
00115,鈞濠集團,N,地產建築,地產,地產發展商,68587515.64,2023-07-18T16:40:10,地产建筑,地产,地产发展商,钧濠集团,00115.HK,0.7,ODSH,115,68.58,0.280,,0115.HK,,,,0.00,,0.000,HKD,鈞濠集團,M,,,0.0,0.280
00116,周生生,N,非必需性消費,零售相關,其他零售,6056259960.0,2023-07-18T16:40:11,非必需性消费,零售相关,其他零售,周生生,00116.HK,60.6,ODSH,116,6.05,8.940,1.35,0116.HK,,M,3.36,-2.40,13.39,-0.220,HKD,周生生,B,,,-2.4,8.940
00117,天利控股集團,N,工業,工業工程,工業零件及器材,283005000.0,2023-07-18T16:40:11,工业,工业工程,工业零件及器材,天利控股集团,00117.HK,2.8,ODSH,117,283.00,0.380,,0117.HK,,,,0.00,,0.000,HKD,天利控股集團,M,,,0.0,0.380
00118,大同機械,N,工業,工業工程,工業零件及器材,209449158.156,2023-07-18T16:40:11,工业,工业工程,工业零件及器材,大同机械,00118.HK,2.1,ODSH,118,209.44,0.243,2.41,0118.HK,,K,,-8.30,8.59,-0.022,HKD,大同機械,M,,,-8.3,0.243
00119,保利置業集團,N,地產建築,地產,地產發展商,6457799469.42,2023-07-18T16:40:11,地产建筑,地产,地产发展商,保利置业集团,00119.HK,64.6,ODSH,119,6.45,1.690,33.77,0119.HK,,M,2.84,-2.31,6.90,-0.040,HKD,保利置業集團,B,,,-2.31,1.690
00120,四海國際,N,地產建築,地產,地產發展商,8054547228.0,2023-07-18T16:40:11,地产建筑,地产,地产发展商,四海国际,00120.HK,80.5,ODSH,120,8.05,1.260,1.31,0120.HK,,M,,0.00,"2,520.00",0.000,HKD,COSMOPOL INT'L,B,,,0.0,1.260
00122,鱷魚恤,N,非必需性消費,紡織及服飾,服裝,224567855.636,2023-07-18T16:40:11,非必需性消费,纺织及服饰,服装,鳄鱼恤,00122.HK,2.2,ODSH,122,224.56,0.158,19.63,0122.HK,,K,,-3.07,,-0.005,HKD,鱷魚恤,M,,,-3.07,0.158
00123,越秀地產,N,地產建築,地產,地產發展商,34095077973.11,2023-07-18T16:40:10,地产建筑,地产,地产发展商,越秀地产,00123.HK,341.0,ODSH,123,34.09,8.470,90.43,0123.HK,,M,7.04,-2.87,6.17,-0.250,HKD,越秀地產,B,,,-2.87,8.470
00124,粵海置地,N,地產建築,地產,地產發展商,1163845058.0,2023-07-18T16:40:11,地产建筑,地产,地产发展商,粤海置地,00124.HK,11.6,ODSH,124,1.16,0.680,19.04,0124.HK,,K,16.18,0.00,2.96,0.000,HKD,粵海置地,B,,,0.0,0.680
00125,新興光學,N,非必需性消費,紡織及服飾,其他服飾配件,186572583.06,2023-07-18T16:40:11,非必需性消费,纺织及服饰,其他服饰配件,新兴光学,00125.HK,1.9,ODSH,125,186.57,0.710,71.00,0125.HK,,K,4.23,-1.39,,-0.010,HKD,新興光學,M,,,-1.39,0.710
00126,佳寧娜,N,非必需性消費,旅遊及休閒設施,餐飲,604973376.7,2023-07-18T16:40:11,非必需性消费,旅游及休闲设施,餐饮,佳宁娜,00126.HK,6.0,ODSH,126,604.97,0.385,55.44,0126.HK,,K,,0.00,,0.000,HKD,佳寧娜,M,,,0.0,0.385
00127,華人置業,N,地產建築,地產,地產投資,4292142927.75,2023-07-18T16:40:11,地产建筑,地产,地产投资,华人置业,00127.HK,42.9,ODSH,127,4.29,2.250,452.57,0127.HK,,K,,-0.88,3.73,-0.020,HKD,華人置業,B,,,-0.88,2.250
00128,安寧控股,N,非必需性消費,零售相關,服裝零售,858342511.52,2023-07-18T16:40:11,非必需性消费,零售相关,服装零售,安宁控股,00128.HK,8.6,ODSH,128,858.34,0.520,64.48,0128.HK,,K,,0.00,,0.000,HKD,安寧控股,M,,,0.0,0.520
00129,泛海國際,N,金融,其他金融,資產管理,791869372.8,2023-07-18T16:40:11,金融,其他金融,资产管理,泛海国际,00129.HK,7.9,ODSH,129,791.86,0.600,111.60,0129.HK,,K,,0.00,0.99,0.000,HKD,泛海集團,M,,,0.0,0.600
00130,慕詩國際,N,非必需性消費,紡織及服飾,服裝,48948100.0,2023-07-18T16:40:11,非必需性消费,纺织及服饰,服装,慕诗国际,00130.HK,0.5,ODSH,130,48.94,0.170,,0130.HK,,,,0.00,,0.000,HKD,慕詩國際,M,,,0.0,0.170
00131,卓能集團,N,地產建築,地產,地產發展商,1233559116.09,2023-07-18T16:40:11,地产建筑,地产,地产发展商,卓能集团,00131.HK,12.3,ODSH,131,1.23,1.890,,0131.HK,,,1.98,-0.53,,-0.010,HKD,卓能（集團）,B,,,-0.53,1.890
00132,中國興業,N,綜合企業,綜合企業,綜合企業,342465828.4,2023-07-18T16:40:10,综合企业,综合企业,综合企业,中国兴业,00132.HK,3.4,ODSH,132,342.46,0.200,,0132.HK,,,,0.00,,0.000,HKD,中國興業控股,M,,,0.0,0.200
00133,招商局中國基金,N,基金,基金,股票,1339007184.27,2023-07-18T16:40:11,基金,基金,股票,招商局中国基金,00133.HK,13.4,ODSH,133,1.33,8.790,,0133.HK,,,6.21,0.00,,0.000,HKD,招商局中國基金,B,,,0.0,8.790
00135,昆侖能源,N,公用事業,公用事業,燃氣,52039398265.08,2023-07-18T16:40:10,公用事业,公用事业,燃气,昆仑能源,00135.HK,520.4,ODSH,135,52.03,6.010,43.84,0135.HK,,M,4.78,-2.44,8.83,-0.150,HKD,昆侖能源,B,,,-2.44,6.010
00136,中國儒意,N,資訊科技,軟件服務,電商及互聯網服務,23441939353.5,2023-07-18T16:40:11,科技,软件服务,电商及互联网服务,中国儒意,00136.HK,234.4,ODSH,136,23.44,2.300,125.69,0136.HK,,M,,+2.22,24.16,+0.050,HKD,中國儒意,B,,,2.22,2.300
00137,金輝集團,N,工業,工業運輸,航運及港口,424231584.0,2023-07-18T16:40:11,工业,工业运输,航运及港口,金辉集团,00137.HK,4.2,ODSH,137,424.23,0.800,,0137.HK,,,2.50,0.00,,0.000,HKD,金輝集團,M,,,0.0,0.800
00138,中建富通,N,非必需性消費,零售相關,汽車零售,293598145.716,2023-07-18T16:40:11,非必需性消费,零售相关,汽车零售,中建富通,00138.HK,2.9,ODSH,138,293.59,0.183,90.44,0138.HK,,K,,+10.91,,+0.018,HKD,中建富通,M,,,10.91,0.183
00139,中達集團控股,N,金融,其他金融,證券及經紀,485960263.369,2023-07-18T16:40:11,金融,其他金融,证券及经纪,中达集团控股,00139.HK,4.9,ODSH,139,485.96,0.029,3.19,0139.HK,,M,,-6.45,,-0.002,HKD,中達集團控股,M,,,-6.45,0.029
00142,第一太平,N,必需性消費,食品飲料,包裝食品,12003899413.1,2023-07-18T16:40:11,必需性消费,食品饮料,包装食品,第一太平,00142.HK,120.0,ODSH,142,12.00,2.830,7.43,0142.HK,,M,7.77,-2.41,3.94,-0.070,HKD,第一太平,B,,,-2.41,2.830
00144,招商局港口,N,工業,工業運輸,航運及港口,40914574730.12,2023-07-18T16:40:11,工业,工业运输,航运及港口,招商局港口,00144.HK,409.1,ODSH,144,40.91,10.220,48.45,0144.HK,,M,8.02,-4.66,5.07,-0.500,HKD,招商局港口,B,,,-4.66,10.220
00145,信能低碳,N,非必需性消費,支援服務,其他支援服務,64426167.081,2023-07-18T16:40:11,非必需性消费,支援服务,其他支援服务,信能低碳,00145.HK,0.6,ODSH,145,64.42,0.057,1.31,0145.HK,,M,,+5.56,,+0.003,HKD,信能低碳,M,,,5.56,0.057
00146,太平地氈,N,非必需性消費,紡織及服飾,紡織品及布料,157018741.12,2023-07-18T16:40:11,非必需性消费,纺织及服饰,纺织品及布料,太平地毡,00146.HK,1.6,ODSH,146,157.01,0.740,,0146.HK,,,8.11,0.00,6.21,0.000,HKD,TAI PING CARPET,M,,,0.0,0.740
00147,國際商業結算,N,地產建築,地產,地產發展商,1564568568.64,2023-07-18T16:40:11,地产建筑,地产,地产发展商,国际商业结算,00147.HK,15.6,ODSH,147,1.56,0.077,2.24,0147.HK,,K,,+10.00,,+0.007,HKD,國際商業結算,B,,,10.0,0.077
00148,建滔集團,N,工業,工業工程,工業零件及器材,22831221761.6,2023-07-18T16:40:11,工业,工业工程,工业零件及器材,建滔集团,00148.HK,228.3,ODSH,148,22.83,20.600,19.92,0148.HK,,M,5.10,-3.74,6.25,-0.800,HKD,建滔集團,B,,,-3.74,20.600
00149,中國農產品交易,N,地產建築,地產,地產發展商,895776103.98,2023-07-18T16:40:11,地产建筑,地产,地产发展商,中国农产品交易,00149.HK,9.0,ODSH,149,895.77,0.090,,0149.HK,,,,0.00,128.57,0.000,HKD,中國農產品交易,M,,,0.0,0.090
00150,HYPEBEAST,N,非必需性消費,媒體及娛樂,廣告及宣傳,616238769.3,2023-07-18T16:40:10,非必需性消费,媒体及娱乐,广告及宣传,HYPEBEAST,00150.HK,6.2,ODSH,150,616.23,0.300,9.99,0150.HK,,K,,0.00,,0.000,HKD,HYPEBEAST,M,,,0.0,0.300
00151,中國旺旺,N,必需性消費,食品飲料,包裝食品,62723264392.8,2023-07-18T16:40:11,必需性消费,食品饮料,包装食品,中国旺旺,00151.HK,627.2,ODSH,151,62.72,5.280,15.87,0151.HK,,M,4.79,-1.31,17.41,-0.070,HKD,中國旺旺,B,,,-1.31,5.280
00152,深圳國際,N,工業,工業運輸,鐵路及公路,16752042216.0,2023-07-18T16:40:11,工业,工业运输,铁路及公路,深圳国际,00152.HK,167.5,ODSH,152,16.75,7.000,29.57,0152.HK,,M,3.67,-1.55,13.01,-0.110,HKD,深圳國際,B,,,-1.55,7.000
00154,北京控股環境集團,N,工業,工業工程,環保工程,645154864.5,2023-07-18T16:40:11,工业,工业工程,环保工程,北京控股环境集团,00154.HK,6.5,ODSH,154,645.15,0.430,35.12,0154.HK,,K,,0.00,1.83,0.000,HKD,北京控股環境集團,M,,,0.0,0.430
00156,力寶華潤,N,非必需性消費,旅遊及休閒設施,餐飲,624710064.28,2023-07-18T16:40:11,非必需性消费,旅游及休闲设施,餐饮,力宝华润,00156.HK,6.2,ODSH,156,624.71,0.680,161.32,0156.HK,,K,0.51,+3.03,,+0.020,HKD,力寶華潤,M,,,3.03,0.680
00157,自然美,N,非必需性消費,零售相關,其他零售,1021071475.32,2023-07-18T16:40:11,非必需性消费,零售相关,其他零售,自然美,00157.HK,10.2,ODSH,157,1.02,0.510,10.20,0157.HK,,K,,+3.03,,+0.015,HKD,自然美,B,,,3.03,0.510
00158,萬邦投資,N,地產建築,地產,地產投資,3125000000.0,2023-07-18T16:40:11,地产建筑,地产,地产投资,万邦投资,00158.HK,31.2,ODSH,158,3.12,125.000,,0158.HK,,,2.88,0.00,,0.000,HKD,萬邦投資,B,,,0.0,125.000
00159,布萊克萬礦業,N,原材料,一般金屬及礦石,鋼鐵,1392034819.65,2023-07-18T16:40:11,原材料,一般金属及矿石,钢铁,布莱克万矿业,00159.HK,13.9,ODSH,159,1.39,0.150,888.00,0159.HK,,,,0.00,,0.000,HKD,布萊克萬礦業,B,,,0.0,0.150
00160,漢國置業,N,地產建築,地產,地產投資,1404837136.95,2023-07-18T16:40:10,地产建筑,地产,地产投资,汉国置业,00160.HK,14.0,ODSH,160,1.40,1.950,167.46,0160.HK,,K,6.41,0.00,9.15,0.000,HKD,漢國置業,B,,,0.0,1.950
00162,世紀金花,N,非必需性消費,零售相關,多元化零售,150610007.665,2023-07-18T16:40:11,非必需性消费,零售相关,多元化零售,世纪金花,00162.HK,1.5,ODSH,162,150.61,0.131,97.82,0162.HK,,K,,+12.93,,+0.015,HKD,世紀金花,M,,,12.93,0.131
00163,英皇國際,N,地產建築,地產,地產投資,2059425573.52,2023-07-18T16:40:11,地产建筑,地产,地产投资,英皇国际,00163.HK,20.6,ODSH,163,2.05,0.560,4.40,0163.HK,,K,1.43,0.00,,0.000,HKD,英皇國際,B,,,0.0,0.560
00164,中國寶力科技(新),N,非必需性消費,媒體及娛樂,廣告及宣傳,58070481.6,2023-07-18T16:40:10,非必需性消费,媒体及娱乐,广告及宣传,中国宝力科技(新),00164.HK,0.6,ODSH,164,58.07,0.800,490.00,0164.HK,,,,-3.61,,-0.030,HKD,中國寶力科技－新,M,,,-3.61,0.800
00165,中國光大控股,N,金融,其他金融,資產管理,7836429760.8,2023-07-18T16:40:11,金融,其他金融,资产管理,中国光大控股,00165.HK,78.4,ODSH,165,7.83,4.650,4.30,0165.HK,,M,6.45,-1.90,,-0.090,HKD,中國光大控股,B,,,-1.9,4.650
00166,新時代能源,N,原材料,一般金屬及礦石,其他金屬及礦石,1025035243.596,2023-07-18T16:40:11,原材料,一般金属及矿石,其他金属及矿石,新时代能源,00166.HK,10.3,ODSH,166,1.02,0.117,87.71,0166.HK,,K,,-1.68,3.59,-0.002,HKD,新時代能源,B,,,-1.68,0.117
00167,萬威國際,S,非必需性消費,家庭電器及用品,消費電子產品,46799875.584,2023-07-18T16:40:11,非必需性消费,家庭电器及用品,消费电子产品,万威国际,00167.HK,0.5,ODSH,167,46.79,0.018,,0167.HK,,,,0.00,,0.000,HKD,IDT INT'L,M,,True,0.0,0.018
00168,青島啤酒,N,必需性消費,食品飲料,酒料飲料,45527307871.0,2023-07-18T16:40:11,必需性消费,食品饮料,酒料饮料,青岛啤酒,00168.HK,455.3,ODSH,168,45.52,69.500,144.15,0168.HK,,M,2.85,-2.46,22.54,-1.750,HKD,青島啤酒股份,B,,,-2.46,69.500
00169,萬達酒店發展,N,非必需性消費,旅遊及休閒設施,酒店及度假村,1244796819.32,2023-07-18T16:40:11,非必需性消费,旅游及休闲设施,酒店及度假村,万达酒店发展,00169.HK,12.4,ODSH,169,1.24,0.265,341.47,0169.HK,,K,,+1.92,6.45,+0.005,HKD,萬達酒店發展,B,,,1.92,0.265
00171,銀建國際,N,地產建築,地產,地產投資,576212402.75,2023-07-18T16:40:11,地产建筑,地产,地产投资,银建国际,00171.HK,5.8,ODSH,171,576.21,0.250,673.40,0171.HK,,K,,-16.67,,-0.050,HKD,銀建國際,M,,,-16.67,0.250
00173,嘉華國際,N,地產建築,地產,地產發展商,7863565483.65,2023-07-18T16:40:11,地产建筑,地产,地产发展商,嘉华国际,00173.HK,78.6,ODSH,173,7.86,2.510,365.39,0173.HK,,K,8.37,-1.57,5.73,-0.040,HKD,嘉華國際,B,,,-1.57,2.510
00174,盛洋投資,N,金融,其他金融,資產管理,254228000.0,2023-07-18T16:40:10,金融,其他金融,资产管理,盛洋投资,00174.HK,2.5,ODSH,174,254.22,0.400,,0174.HK,,,,0.00,,0.000,HKD,盛洋投資,M,,,0.0,0.400
00175,吉利汽車,N,非必需性消費,汽車,汽車,97854354937.78,2023-07-18T16:40:11,非必需性消费,汽车,汽车,吉利汽车,00175.HK,978.5,ODSH,175,97.85,9.730,284.36,0175.HK,,M,2.16,-0.41,16.90,-0.040,HKD,吉利汽車,B,,,-0.41,9.730
00176,先機企業集團,N,非必需性消費,家庭電器及用品,消費電子產品,58944570.165,2023-07-18T16:40:11,非必需性消费,家庭电器及用品,消费电子产品,先机企业集团,00176.HK,0.6,ODSH,176,58.94,0.029,,0176.HK,,,,0.00,,0.000,HKD,先機企業集團,M,,,0.0,0.029
00177,江蘇寧滬高速,N,工業,工業運輸,鐵路及公路,8517340000.0,2023-07-18T16:40:10,工业,工业运输,铁路及公路,江苏宁沪高速,00177.HK,85.2,ODSH,177,8.51,6.970,20.26,0177.HK,,M,7.23,-0.29,8.28,-0.020,HKD,江蘇寧滬高速公路,B,,,-0.29,6.970
00178,莎莎國際,N,非必需性消費,零售相關,其他零售,4220337662.88,2023-07-18T16:40:10,非必需性消费,零售相关,其他零售,莎莎国际,00178.HK,42.2,ODSH,178,4.22,1.360,3.52,0178.HK,,M,,-2.86,72.34,-0.040,HKD,莎莎國際,B,,,-2.86,1.360
00179,德昌電機,N,非必需性消費,汽車,汽車零件,10289853001.52,2023-07-18T16:40:10,非必需性消费,汽车,汽车零件,德昌电机,00179.HK,102.9,ODSH,179,10.28,11.080,5.50,0179.HK,,M,4.60,+0.91,8.16,+0.100,HKD,德昌電機控股,B,,,0.91,11.080
00180,開達集團,N,非必需性消費,家庭電器及用品,玩具及消閒用品,365976376.535,2023-07-18T16:40:10,非必需性消费,家庭电器及用品,玩具及消闲用品,开达集团,00180.HK,3.7,ODSH,180,365.97,0.385,,0180.HK,,,,0.00,,0.000,HKD,開達集團,M,,,0.0,0.385
00181,閩港控股,N,非必需性消費,旅遊及休閒設施,酒店及度假村,120282330.0,2023-07-18T16:40:11,非必需性消费,旅游及休闲设施,酒店及度假村,闽港控股,00181.HK,1.2,ODSH,181,120.28,0.105,,0181.HK,,,,0.00,,0.000,HKD,閩港控股,M,,,0.0,0.105
00182,協合新能源,N,公用事業,公用事業,環保能源,5350649077.96,2023-07-18T16:40:11,公用事业,公用事业,环保能源,协合新能源,00182.HK,53.5,ODSH,182,5.35,0.620,2.33,0182.HK,,M,5.65,0.00,5.61,0.000,HKD,協合新能源,B,,,0.0,0.620
00183,宏輝集團,N,地產建築,地產,地產發展商,120752376.558,2023-07-18T16:40:10,地产建筑,地产,地产发展商,宏辉集团,00183.HK,1.2,ODSH,183,120.75,0.213,1.28,0183.HK,,K,,0.00,,0.000,HKD,宏輝集團,M,,,0.0,0.213
00184,激成投資,N,非必需性消費,旅遊及休閒設施,酒店及度假村,833490000.0,2023-07-18T16:40:11,非必需性消费,旅游及休闲设施,酒店及度假村,激成投资,00184.HK,8.3,ODSH,184,833.49,2.450,291.14,0184.HK,,K,2.04,0.00,10.92,0.000,HKD,激成投資,M,,,0.0,2.450
00185,正商實業,N,地產建築,地產,地產發展商,975827201.19,2023-07-18T16:40:10,地产建筑,地产,地产发展商,正商实业,00185.HK,9.8,ODSH,185,975.82,0.510,483.60,0185.HK,,K,,-5.56,,-0.030,HKD,正商實業,M,,,-5.56,0.510
00186,敏捷控股,N,非必需性消費,家庭電器及用品,消費電子產品,1647669866.7,2023-07-18T16:40:11,非必需性消费,家庭电器及用品,消费电子产品,敏捷控股,00186.HK,16.5,ODSH,186,1.64,0.300,,0186.HK,,,,0.00,,0.000,HKD,敏捷控股,B,,,0.0,0.300
00187,京城機電股份,N,工業,工業工程,工業零件及器材,350000000.0,2023-07-18T16:40:11,工业,工业工程,工业零件及器材,京城机电股份,00187.HK,3.5,ODSH,187,350.00,3.500,101.71,0187.HK,,M,,+14.38,77.61,+0.440,HKD,京城機電股份,M,,,14.38,3.500
00188,新華匯富金融,N,金融,其他金融,其他金融,188590704.705,2023-07-18T16:40:11,金融,其他金融,其他金融,新华汇富金融,00188.HK,1.9,ODSH,188,188.59,0.255,,0188.HK,,,7.84,0.00,,0.000,HKD,新華匯富金融,M,,,0.0,0.255
00189,東岳集團,N,原材料,其他原材料,特殊化工用品,17060429174.35,2023-07-18T16:40:11,原材料,其他原材料,特殊化工用品,东岳集团,00189.HK,170.6,ODSH,189,17.06,7.570,98.82,0189.HK,,M,7.93,+1.47,3.89,+0.110,HKD,東岳集團,B,,,1.47,7.570
00191,麗新國際,N,綜合企業,綜合企業,綜合企業,1263224678.43,2023-07-18T16:40:11,综合企业,综合企业,综合企业,丽新国际,00191.HK,12.6,ODSH,191,1.26,1.430,15.78,0191.HK,,K,,-1.38,,-0.020,HKD,麗新國際,B,,,-1.38,1.430
00193,冠中地產,N,地產建築,地產,地產發展商,45086313.688,2023-07-18T16:40:11,地产建筑,地产,地产发展商,冠中地产,00193.HK,0.5,ODSH,193,45.08,0.232,,0193.HK,,,,0.00,,0.000,HKD,冠中地產,M,,,0.0,0.232
00194,廖創興企業,N,地產建築,地產,地產發展商,2290429812.0,2023-07-18T16:40:11,地产建筑,地产,地产发展商,廖创兴企业,00194.HK,22.9,ODSH,194,2.29,6.050,,0194.HK,,,6.28,0.00,26.58,0.000,HKD,廖創興企業,B,,,0.0,6.050
00195,綠科科技國際,N,原材料,一般金屬及礦石,其他金屬及礦石,628360000.0,2023-07-18T16:40:11,原材料,一般金属及矿石,其他金属及矿石,绿科科技国际,00195.HK,6.3,ODSH,195,628.36,0.460,,0195.HK,,,,0.00,2.91,0.000,HKD,綠科科技國際,M,,,0.0,0.460
00196,宏華集團,N,能源,石油及天然氣,油氣設備與服務,798043240.1,2023-07-18T16:40:11,能源,石油及天然气,油气设备与服务,宏华集团,00196.HK,8.0,ODSH,196,798.04,0.149,378.52,0196.HK,,K,,+2.05,,+0.003,HKD,宏華集團,M,,,2.05,0.149
00197,亨泰,N,必需性消費,食品飲料,包裝食品,65143622.642,2023-07-18T16:40:10,必需性消费,食品饮料,包装食品,亨泰,00197.HK,0.7,ODSH,197,65.14,0.031,428.66,0197.HK,,K,,-3.13,,-0.001,HKD,亨泰,M,,,-3.13,0.031
00199,德祥地產,N,地產建築,地產,地產發展商,775739248.5,2023-07-18T16:40:11,地产建筑,地产,地产发展商,德祥地产,00199.HK,7.8,ODSH,199,775.73,0.850,32.54,0199.HK,,K,,-1.16,,-0.010,HKD,德祥地產,M,,,-1.16,0.850
00200,新濠國際,N,非必需性消費,旅遊及休閒設施,賭場及博彩,11890800639.2,2023-07-18T16:40:10,非必需性消费,旅游及休闲设施,赌场及博彩,新濠国际,00200.HK,118.9,ODSH,200,11.89,7.840,30.83,0200.HK,,M,,-1.88,,-0.150,HKD,新濠國際發展,B,,,-1.88,7.840
00201,華大酒店,N,非必需性消費,旅遊及休閒設施,酒店及度假村,1019963850.936,2023-07-18T16:40:11,非必需性消费,旅游及休闲设施,酒店及度假村,华大酒店,00201.HK,10.2,ODSH,201,1.01,0.114,1.62,0201.HK,,M,,0.00,1.72,0.000,HKD,華大酒店,B,,,0.0,0.114
00202,潤中國際控股,N,綜合企業,綜合企業,綜合企業,1108744143.176,2023-07-18T16:40:11,综合企业,综合企业,综合企业,润中国际控股,00202.HK,11.1,ODSH,202,1.10,0.152,31.74,0202.HK,,K,,0.00,,0.000,HKD,潤中國際控股,B,,,0.0,0.152
